,id,code,label
121,99,CompilationUnit Import java.util  Import java.lang  ClassDeclaration Solution MethodDeclaration Modifier public BasicType double triangleArea FormalParameter BasicType double a FormalParameter BasicType double h ReturnStatement BinaryOperation / BinaryOperation * MemberReference a MemberReference h Literal 2,1
272,87,,2
187,26,,1
268,103,,1
173,86,CompilationUnit Import java.util  Import java.lang  ClassDeclaration Solution MethodDeclaration Modifier public ReferenceType List TypeArgument ReferenceType Integer orderByPoints FormalParameter ReferenceType List TypeArgument ReferenceType Integer nums LocalVariableDeclaration ReferenceType List TypeArgument ReferenceType Integer VariableDeclarator result ClassCreator ReferenceType ArrayList MemberReference nums StatementExpression MethodInvocation result LambdaExpression InferredFormalParameter o1 InferredFormalParameter o2 LocalVariableDeclaration BasicType int VariableDeclarator sum1 Literal 0 LocalVariableDeclaration BasicType int VariableDeclarator sum2 Literal 0 ForStatement ForControl VariableDeclaration BasicType int VariableDeclarator i Literal 0 BinaryOperation < MemberReference i MethodInvocation String MethodInvocation length MemberReference o1 valueOf MemberReference ++ i BlockStatement IfStatement BinaryOperation || BinaryOperation != MemberReference i Literal 0 BinaryOperation >= MemberReference o1 Literal 0 BlockStatement StatementExpression Assignment MemberReference sum1 BinaryOperation - MethodInvocation String MethodInvocation MemberReference i charAt MemberReference o1 valueOf Literal '0' += IfStatement BinaryOperation && BinaryOperation == MemberReference i Literal 1 BinaryOperation < MemberReference o1 Literal 0 BlockStatement StatementExpression Assignment MemberReference sum1 MemberReference - sum1 = End End End ForStatement ForControl VariableDeclaration BasicType int VariableDeclarator i Literal 0 BinaryOperation < MemberReference i MethodInvocation String MethodInvocation length MemberReference o2 valueOf MemberReference ++ i BlockStatement IfStatement BinaryOperation || BinaryOperation != MemberReference i Literal 0 BinaryOperation >= MemberReference o2 Literal 0 BlockStatement StatementExpression Assignment MemberReference sum2 BinaryOperation - MethodInvocation String MethodInvocation MemberReference i charAt MemberReference o2 valueOf Literal '0' += IfStatement BinaryOperation && BinaryOperation == MemberReference i Literal 1 BinaryOperation < MemberReference o2 Literal 0 BlockStatement StatementExpression Assignment MemberReference sum2 MemberReference - sum2 = End End End ReturnStatement MethodInvocation Integer MemberReference sum1 MemberReference sum2 compare sort ReturnStatement MemberReference result,1
281,88,,1
284,155,,1
17,36,"CompilationUnit Import java.util  Import java.lang  ClassDeclaration Solution MethodDeclaration /**
    Return the number of times the digit 7 appears in integers less than n which are divisible by 11 or 13.
    >>> fizzBuzz(50)
    0
    >>> fizzBuzz(78)
    2
    >>> fizzBuzz(79)
    3
     */ Modifier public BasicType int fizzBuzz FormalParameter BasicType int n LocalVariableDeclaration BasicType int VariableDeclarator count Literal 0 ForStatement ForControl VariableDeclaration BasicType int VariableDeclarator i Literal 1 BinaryOperation < MemberReference i MemberReference n MemberReference ++ i BlockStatement IfStatement BinaryOperation || BinaryOperation == BinaryOperation % MemberReference i Literal 11 Literal 0 BinaryOperation == BinaryOperation % MemberReference i Literal 13 Literal 0 BlockStatement StatementExpression Assignment MemberReference count MethodInvocation MemberReference i countSevens += End End ReturnStatement MemberReference count MethodDeclaration Modifier private BasicType int countSevens FormalParameter BasicType int num LocalVariableDeclaration BasicType int VariableDeclarator count Literal 0 WhileStatement BinaryOperation > MemberReference num Literal 0 BlockStatement IfStatement BinaryOperation == BinaryOperation % MemberReference num Literal 10 Literal 7 BlockStatement StatementExpression MemberReference ++ count End StatementExpression Assignment MemberReference num Literal 10 /= End ReturnStatement MemberReference count",2
107,59,"CompilationUnit ClassDeclaration Modifier public Solution MethodDeclaration Modifier public ReferenceType String encrypt FormalParameter ReferenceType String s LocalVariableDeclaration ReferenceType String VariableDeclarator alphabet Literal ""abcdefghijklmnopqrstuvwxyz"" LocalVariableDeclaration ReferenceType String VariableDeclarator encrypted Literal """" ForStatement ForControl VariableDeclaration BasicType int VariableDeclarator i Literal 0 BinaryOperation < MemberReference i MethodInvocation s length MemberReference ++ i BlockStatement LocalVariableDeclaration BasicType char VariableDeclarator c MethodInvocation s MemberReference i charAt LocalVariableDeclaration BasicType int VariableDeclarator index MethodInvocation alphabet MemberReference c indexOf LocalVariableDeclaration BasicType char VariableDeclarator newChar MethodInvocation alphabet BinaryOperation % BinaryOperation + MemberReference index BinaryOperation * Literal 2 Literal 2 MethodInvocation alphabet length charAt StatementExpression Assignment MemberReference encrypted MemberReference newChar += End ReturnStatement MemberReference encrypted",2
178,83,"CompilationUnit Import java.util  Import java.lang  ClassDeclaration Solution MethodDeclaration /**
     * Out of a list of strings, return the longest one. 
     * Return the first one in case of multiple strings of the same length. 
     * Return `Optional.empty` in case the input list is empty.
     * 
     * @param strings the list of strings to find the longest one from
     * @return the longest string wrapped in an Optional, or Optional.empty if the list is empty
     */ Modifier public ReferenceType Optional TypeArgument ReferenceType String longest FormalParameter ReferenceType List TypeArgument ReferenceType String strings IfStatement MethodInvocation strings isEmpty BlockStatement ReturnStatement MethodInvocation Optional empty End LocalVariableDeclaration ReferenceType String VariableDeclarator longestString MethodInvocation strings Literal 0 get ForStatement EnhancedForControl VariableDeclaration ReferenceType String VariableDeclarator str MemberReference strings BlockStatement IfStatement BinaryOperation > MethodInvocation str length MethodInvocation longestString length BlockStatement StatementExpression Assignment MemberReference longestString MemberReference str = End End ReturnStatement MethodInvocation Optional MemberReference longestString of",1
195,112,,2
255,156,,1
11,11,"CompilationUnit Import java.util  ClassDeclaration Solution MethodDeclaration /**
    You are given a 2 dimensional data, as a nested lists,
    which is similar to matrix, however, unlike matrices,
    each row may contain a different number of columns.
    Given lst, and integer x, find integers x in the list,
    and return list of lists, [[x1, y1], [x2, y2] ...] such that
    each list is a coordinate - (row, columns), starting with 0.
    Sort coordinates initially by rows in ascending order.
    Also, sort coordinates of the row by columns in descending order.

    Examples:
    getRow([
      [1,2,3,4,5,6],
      [1,2,3,4,1,6],
      [1,2,3,4,5,1]
    ], 1) == [[0, 0], [1, 4], [1, 0], [2, 5], [2, 0]]
    getRow([], 1) == []
    getRow([[], [1], [1, 2, 3]], 3) == [[2, 2]]
     */ Modifier public ReferenceType List TypeArgument ReferenceType List TypeArgument ReferenceType Integer getRow FormalParameter ReferenceType List TypeArgument ReferenceType List TypeArgument ReferenceType Integer lst FormalParameter BasicType int x LocalVariableDeclaration ReferenceType List TypeArgument ReferenceType List TypeArgument ReferenceType Integer VariableDeclarator result ClassCreator ReferenceType ArrayList ForStatement ForControl VariableDeclaration BasicType int VariableDeclarator i Literal 0 BinaryOperation < MemberReference i MethodInvocation lst size MemberReference ++ i BlockStatement LocalVariableDeclaration ReferenceType List TypeArgument ReferenceType Integer VariableDeclarator row MethodInvocation lst MemberReference i get ForStatement ForControl VariableDeclaration BasicType int VariableDeclarator j Literal 0 BinaryOperation < MemberReference j MethodInvocation row size MemberReference ++ j BlockStatement LocalVariableDeclaration BasicType int VariableDeclarator num MethodInvocation row MemberReference j get IfStatement BinaryOperation == MemberReference num MemberReference x BlockStatement LocalVariableDeclaration ReferenceType List TypeArgument ReferenceType Integer VariableDeclarator coord ClassCreator ReferenceType ArrayList StatementExpression MethodInvocation coord MemberReference i add StatementExpression MethodInvocation coord MemberReference j add StatementExpression MethodInvocation result MemberReference coord add End End End StatementExpression MethodInvocation Collections MemberReference result ClassCreator ReferenceType Comparator TypeArgument ReferenceType List TypeArgument ReferenceType Integer MethodDeclaration Modifier public Annotation Override BasicType int compare FormalParameter ReferenceType List TypeArgument ReferenceType Integer coord1 FormalParameter ReferenceType List TypeArgument ReferenceType Integer coord2 IfStatement MethodInvocation coord1 MethodInvocation MethodInvocation coord2 Literal 0 get equals Literal 0 get BlockStatement ReturnStatement MethodInvocation coord2 MethodInvocation MethodInvocation coord1 Literal 1 get compareTo Literal 1 get BlockStatement ReturnStatement MethodInvocation coord1 MethodInvocation MethodInvocation coord2 Literal 0 get compareTo Literal 0 get End sort ReturnStatement MemberReference result",1
247,105,,2
313,16,,2
292,161,,2
180,92,CompilationUnit Import java.util  ClassDeclaration Solution MethodDeclaration Modifier public BasicType int doAlgebra FormalParameter ReferenceType List TypeArgument ReferenceType String operator FormalParameter ReferenceType List TypeArgument ReferenceType Integer operand,2
286,74,,2
110,54,"CompilationUnit Import java.util  ClassDeclaration Solution MethodDeclaration /**
    Given an integer, return a tuple that has the number of even and odd digits respectively.
    
     Example:
        evenOddCount(-12) ==> (1, 1)
        evenOddCount(123) ==> (1, 2)
     */ Modifier public ReferenceType List TypeArgument ReferenceType Integer evenOddCount FormalParameter BasicType int num LocalVariableDeclaration ReferenceType List TypeArgument ReferenceType Integer VariableDeclarator result ClassCreator ReferenceType ArrayList LocalVariableDeclaration BasicType int VariableDeclarator evenCount Literal 0 LocalVariableDeclaration BasicType int VariableDeclarator oddCount Literal 0 LocalVariableDeclaration ReferenceType String VariableDeclarator numString MethodInvocation String MethodInvocation Math MemberReference num abs valueOf ForStatement ForControl VariableDeclaration BasicType int VariableDeclarator i Literal 0 BinaryOperation < MemberReference i MethodInvocation numString length MemberReference ++ i BlockStatement LocalVariableDeclaration BasicType int VariableDeclarator digit MethodInvocation Character MethodInvocation numString MemberReference i charAt getNumericValue IfStatement BinaryOperation == BinaryOperation % MemberReference digit Literal 2 Literal 0 BlockStatement StatementExpression MemberReference ++ evenCount BlockStatement StatementExpression MemberReference ++ oddCount End End StatementExpression MethodInvocation result MemberReference evenCount add StatementExpression MethodInvocation result MemberReference oddCount add ReturnStatement MemberReference result",2
261,1,,1
59,157,"CompilationUnit Import java.util  Import java.lang  ClassDeclaration Solution MethodDeclaration /**
    Return True is list elements are monotonically increasing or decreasing.
    >>> monotonic(Arrays.asList(1, 2, 4, 20))
    true
    >>> monotonic(Arrays.asList(1, 20, 4, 10))
    false
    >>> monotonic(Arrays.asList(4, 1, 0, -10))
    true
     */ Modifier public BasicType boolean monotonic FormalParameter ReferenceType List TypeArgument ReferenceType Integer l LocalVariableDeclaration BasicType boolean VariableDeclarator increasing Literal true LocalVariableDeclaration BasicType boolean VariableDeclarator decreasing Literal true ForStatement ForControl VariableDeclaration BasicType int VariableDeclarator i Literal 1 BinaryOperation < MemberReference i MethodInvocation l size MemberReference ++ i BlockStatement IfStatement BinaryOperation < MethodInvocation l MemberReference i get MethodInvocation l BinaryOperation - MemberReference i Literal 1 get BlockStatement StatementExpression Assignment MemberReference increasing Literal false = End IfStatement BinaryOperation > MethodInvocation l MemberReference i get MethodInvocation l BinaryOperation - MemberReference i Literal 1 get BlockStatement StatementExpression Assignment MemberReference decreasing Literal false = End End ReturnStatement BinaryOperation || MemberReference increasing MemberReference decreasing",2
34,110,"CompilationUnit Import java.util  Import java.lang  ClassDeclaration Solution MethodDeclaration /**
    Create a function that takes integers, floats, or strings representing
    real numbers, and returns the larger variable in its given variable type.
    Return None if the values are equal.
    Note: If a real number is represented as a string, the floating point might be . or ,
    compareOne(1, 2.5) -> Optional.of(2.5)
    compareOne(1, ""2,3"") -> Optional.of(""2,3"")
    compareOne(""5,1"", ""6"") -> Optional.of(""6"")
    compareOne(""1"", 1) -> Optional.empty()
     */ Modifier public ReferenceType Optional TypeArgument ReferenceType Object compareOne FormalParameter ReferenceType Object a FormalParameter ReferenceType Object b IfStatement BinaryOperation && BinaryOperation instanceof MemberReference a ReferenceType Integer BinaryOperation instanceof MemberReference b ReferenceType Integer BlockStatement IfStatement BinaryOperation > Cast ReferenceType Integer MemberReference a Cast ReferenceType Integer MemberReference b BlockStatement ReturnStatement MethodInvocation Optional MemberReference a of IfStatement BinaryOperation > Cast ReferenceType Integer MemberReference b Cast ReferenceType Integer MemberReference a BlockStatement ReturnStatement MethodInvocation Optional MemberReference b of End End IfStatement BinaryOperation && BinaryOperation instanceof MemberReference a ReferenceType Float BinaryOperation instanceof MemberReference b ReferenceType Float BlockStatement IfStatement BinaryOperation > Cast ReferenceType Float MemberReference a Cast ReferenceType Float MemberReference b BlockStatement ReturnStatement MethodInvocation Optional MemberReference a of IfStatement BinaryOperation > Cast ReferenceType Float MemberReference b Cast ReferenceType Float MemberReference a BlockStatement ReturnStatement MethodInvocation Optional MemberReference b of End End IfStatement BinaryOperation && BinaryOperation instanceof MemberReference a ReferenceType String BinaryOperation instanceof MemberReference b ReferenceType String BlockStatement TryStatement LocalVariableDeclaration ReferenceType Float VariableDeclarator floatA MethodInvocation Float Cast ReferenceType String MemberReference a parseFloat LocalVariableDeclaration ReferenceType Float VariableDeclarator floatB MethodInvocation Float Cast ReferenceType String MemberReference b parseFloat IfStatement BinaryOperation > MemberReference floatA MemberReference floatB BlockStatement ReturnStatement MethodInvocation Optional MemberReference a of IfStatement BinaryOperation > MemberReference floatB MemberReference floatA BlockStatement ReturnStatement MethodInvocation Optional MemberReference b of End End CatchClause CatchClauseParameter NumberFormatException e ReturnStatement MethodInvocation Optional empty End End End ReturnStatement MethodInvocation Optional empty",2
324,161,,1
263,32,,2
319,137,,2
118,127,CompilationUnit Import java.util  Import java.lang  ClassDeclaration Solution MethodDeclaration Modifier public ReferenceType List TypeArgument ReferenceType Double findClosestElements FormalParameter ReferenceType List TypeArgument ReferenceType Double numbers LocalVariableDeclaration ReferenceType List TypeArgument ReferenceType Double VariableDeclarator closest_pair ClassCreator ReferenceType ArrayList StatementExpression MethodInvocation closest_pair MethodInvocation numbers Literal 0 get add StatementExpression MethodInvocation closest_pair MethodInvocation numbers Literal 1 get add LocalVariableDeclaration BasicType double VariableDeclarator distance MethodInvocation Math BinaryOperation - MethodInvocation numbers Literal 1 get MethodInvocation numbers Literal 0 get abs ForStatement ForControl VariableDeclaration BasicType int VariableDeclarator i Literal 0 BinaryOperation < MemberReference i MethodInvocation numbers size MemberReference ++ i BlockStatement ForStatement ForControl VariableDeclaration BasicType int VariableDeclarator j BinaryOperation + MemberReference i Literal 1 BinaryOperation < MemberReference j MethodInvocation numbers size MemberReference ++ j BlockStatement IfStatement BinaryOperation < MethodInvocation Math BinaryOperation - MethodInvocation numbers MemberReference i get MethodInvocation numbers MemberReference j get abs MemberReference distance BlockStatement StatementExpression MethodInvocation closest_pair clear StatementExpression MethodInvocation closest_pair MethodInvocation numbers MemberReference i get add StatementExpression MethodInvocation closest_pair MethodInvocation numbers MemberReference j get add StatementExpression Assignment MemberReference distance MethodInvocation Math BinaryOperation - MethodInvocation numbers MemberReference i get MethodInvocation numbers MemberReference j get abs = End End End StatementExpression MethodInvocation Collections MemberReference closest_pair sort ReturnStatement MemberReference closest_pair,2
7,108,"CompilationUnit Import java.util  ClassDeclaration Solution MethodDeclaration /**
    Concatenate list of strings into a single string
    >>> concatenate(List.of())
    """"
    >>> concatenate(Arrays.asList(""a"", ""b"", ""c""))
    ""abc""
     */ Modifier public ReferenceType String concatenate FormalParameter ReferenceType List TypeArgument ReferenceType String strings LocalVariableDeclaration ReferenceType StringBuilder VariableDeclarator sb ClassCreator ReferenceType StringBuilder ForStatement EnhancedForControl VariableDeclaration ReferenceType String VariableDeclarator str MemberReference strings BlockStatement StatementExpression MethodInvocation sb MemberReference str append End ReturnStatement MethodInvocation sb toString",1
235,10,,2
257,102,,2
308,138,,1
231,101,,2
70,6,"CompilationUnit Import java.util  Import java.lang  ClassDeclaration Solution MethodDeclaration /**
    Given a positive integer, obtain its roman numeral equivalent as a string,
    and return it in lowercase.
    Restrictions: 1 <= num <= 1000

    Examples:
    >>> intToMiniRoman(19) == ""xix""
    >>> intToMiniRoman(152) == ""clii""
    >>> intToMiniRoman(426) == ""cdxxvi""
     */ Modifier public ReferenceType String intToMiniRoman FormalParameter BasicType int number",2
274,100,,1
147,147,CompilationUnit Import java.util  Import java.lang  ClassDeclaration Solution MethodDeclaration Modifier public BasicType double truncateNumber FormalParameter BasicType double number LocalVariableDeclaration BasicType int VariableDeclarator integerPart Cast BasicType int MemberReference number LocalVariableDeclaration BasicType double VariableDeclarator decimalPart BinaryOperation - MemberReference number MemberReference integerPart ReturnStatement MemberReference decimalPart,2
69,3,CompilationUnit Import java.util  Import java.lang  ClassDeclaration Solution MethodDeclaration Modifier public BasicType long specialFactorial FormalParameter BasicType int n LocalVariableDeclaration BasicType long VariableDeclarator fact_i Literal 1 VariableDeclarator special_fact Literal 1 ForStatement ForControl VariableDeclaration BasicType int VariableDeclarator i Literal 1 BinaryOperation <= MemberReference i MemberReference n MemberReference ++ i BlockStatement StatementExpression Assignment MemberReference fact_i MemberReference i *= StatementExpression Assignment MemberReference special_fact MemberReference fact_i *= End ReturnStatement MemberReference special_fact,2
40,4,"CompilationUnit Import java.util  ClassDeclaration Solution MethodDeclaration Modifier public ReferenceType List TypeArgument ReferenceType String wordStrings FormalParameter ReferenceType String s LocalVariableDeclaration ReferenceType List TypeArgument ReferenceType String VariableDeclarator words ClassCreator ReferenceType ArrayList LocalVariableDeclaration ReferenceType String VariableDeclarator splitWords MethodInvocation s Literal ""[,\\s]+"" split ForStatement EnhancedForControl VariableDeclaration ReferenceType String VariableDeclarator word MemberReference splitWords BlockStatement StatementExpression MethodInvocation words MemberReference word add End ReturnStatement MemberReference words",1
171,121,"CompilationUnit Import java.util  ClassDeclaration Solution MethodDeclaration /**
    Circular shift the digits of the integer x, shift the digits right by shift
    and return the result as a string.
    If shift > number of digits, return digits reversed.
    */ Modifier public ReferenceType String circularShift FormalParameter BasicType int x FormalParameter BasicType int shift LocalVariableDeclaration ReferenceType String VariableDeclarator strNum MethodInvocation String MemberReference x valueOf LocalVariableDeclaration BasicType int VariableDeclarator numDigits MethodInvocation strNum length IfStatement BinaryOperation > MemberReference shift MemberReference numDigits BlockStatement ReturnStatement ClassCreator MethodInvocation reverse MethodInvocation toString ReferenceType StringBuilder MemberReference strNum End LocalVariableDeclaration ReferenceType String VariableDeclarator shiftedNum BinaryOperation + MethodInvocation strNum BinaryOperation - MemberReference numDigits MemberReference shift substring MethodInvocation strNum Literal 0 BinaryOperation - MemberReference numDigits MemberReference shift substring ReturnStatement MemberReference shiftedNum",1
53,95,CompilationUnit Import java.util  Import java.lang  ClassDeclaration Solution MethodDeclaration Modifier public ReferenceType List TypeArgument ReferenceType Integer generateIntegers FormalParameter BasicType int a FormalParameter BasicType int b LocalVariableDeclaration BasicType int VariableDeclarator lower MethodInvocation Math Literal 2 MethodInvocation Math MemberReference a MemberReference b min max LocalVariableDeclaration BasicType int VariableDeclarator upper MethodInvocation Math Literal 8 MethodInvocation Math MemberReference a MemberReference b max min LocalVariableDeclaration ReferenceType List TypeArgument ReferenceType Integer VariableDeclarator result ClassCreator ReferenceType ArrayList ForStatement ForControl VariableDeclaration BasicType int VariableDeclarator i MemberReference lower BinaryOperation <= MemberReference i MemberReference upper Assignment MemberReference i Literal 2 += BlockStatement StatementExpression MethodInvocation result MemberReference i add End ReturnStatement MemberReference result,2
126,40,"CompilationUnit Import java.util  ClassDeclaration Solution MethodDeclaration /**
    Given a positive integer n, return a tuple that has the number of even and odd
    integer palindromes that fall within the range(1, n), inclusive.
    
    Example 1:
    
        Input: 3
        Output: (1, 2)
        Explanation:
        Integer palindrome are 1, 2, 3. one of them is even, and two of them are odd.
    
    Example 2:
    
        Input: 12
        Output: (4, 6)
        Explanation:
        Integer palindrome are 1, 2, 3, 4, 5, 6, 7, 8, 9, 11. four of them are even, and 6 of them are odd.
    
    Note:
        1. 1 <= n <= 10^3
        2. returned tuple has the number of even and odd integer palindromes respectively.
     */ Modifier public ReferenceType List TypeArgument ReferenceType Integer evenOddPalindrome FormalParameter BasicType int n LocalVariableDeclaration BasicType int VariableDeclarator evenCount Literal 0 LocalVariableDeclaration BasicType int VariableDeclarator oddCount Literal 0 ForStatement ForControl VariableDeclaration BasicType int VariableDeclarator i Literal 1 BinaryOperation <= MemberReference i MemberReference n MemberReference ++ i BlockStatement LocalVariableDeclaration ReferenceType String VariableDeclarator numStr MethodInvocation String MemberReference i valueOf IfStatement MethodInvocation MemberReference numStr isPalindrome BlockStatement IfStatement BinaryOperation == BinaryOperation % MemberReference i Literal 2 Literal 0 BlockStatement StatementExpression MemberReference ++ evenCount BlockStatement StatementExpression MemberReference ++ oddCount End End End LocalVariableDeclaration ReferenceType List TypeArgument ReferenceType Integer VariableDeclarator result ClassCreator ReferenceType ArrayList StatementExpression MethodInvocation result MemberReference evenCount add StatementExpression MethodInvocation result MemberReference oddCount add ReturnStatement MemberReference result MethodDeclaration /**
    Checks if a given string is a palindrome.
    */ Modifier private BasicType boolean isPalindrome FormalParameter ReferenceType String str LocalVariableDeclaration BasicType int VariableDeclarator left Literal 0 LocalVariableDeclaration BasicType int VariableDeclarator right BinaryOperation - MethodInvocation str length Literal 1 WhileStatement BinaryOperation < MemberReference left MemberReference right BlockStatement IfStatement BinaryOperation != MethodInvocation str MemberReference left charAt MethodInvocation str MemberReference right charAt BlockStatement ReturnStatement Literal false End StatementExpression MemberReference ++ left StatementExpression MemberReference -- right End ReturnStatement Literal true",2
